site_no,sample_datetime,qualifier_flag,value,sdl,mdl,variable_code,unit,variable,variable_fr,qa_status,sample_id
BC08NL0005,2023-07-19 07:12:00,nan,0.05,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000616
BC08NL0005,2023-07-19 07:12:00,nan,0.0045,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000616
BC08NL0005,2023-07-19 07:12:00,nan,192.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000616
BC08NL0005,2023-07-19 07:12:00,nan,0.35,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000616
BC08NL0005,2023-08-02 06:45:00,nan,1.3,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,1.39,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,9.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,0.04,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,0.0048,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,220.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000641
BC08NL0005,2023-08-02 06:45:00,nan,0.34,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000641
BC08NL0005,2023-08-15 07:10:00,nan,1.38,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,1.46,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,0.07,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,0.007,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,228.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000672
BC08NL0005,2023-08-15 07:10:00,nan,1.32,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000672
BC08NL0005,2023-08-29 07:16:00,nan,1.59,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,1.61,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,9.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,0.06,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,0.0056,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,238.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000697
BC08NL0005,2023-08-29 07:16:00,nan,0.37,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000697
BC08NL0005,2023-09-12 06:40:00,nan,1.49,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,1.55,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,33.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,0.05,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,0.0046,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,243.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000727
BC08NL0005,2023-09-12 06:40:00,nan,0.43,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000727
BC08NL0005,2023-10-04 07:30:00,nan,1.06,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,1.21,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,7.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,0.03,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,0.0035,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,212.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000785
BC08NL0005,2023-10-04 07:30:00,nan,0.35,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000785
BC08NL0005,2023-10-17 07:30:00,nan,1.14,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,1.14,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,11.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,0.05,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,0.05,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,0.0027,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,212.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000823
BC08NL0005,2023-10-17 07:30:00,nan,0.28,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000823
BC08NL0005,2023-10-31 07:44:00,nan,1.07,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,1.1,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,6.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,0.03,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,0.0024,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,224.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,23PY000860
BC08NL0005,2023-10-31 07:44:00,nan,0.18,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,23PY000860
BC08NL0005,2023-11-14 07:02:00,nan,0.71,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,0.73,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,2.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,0.11,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,0.0031,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,182.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,24PY000018
BC08NL0005,2023-11-14 07:02:00,nan,0.73,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,24PY000018
BC08NL0005,2023-11-28 07:30:00,nan,0.88,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,0.85,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,5.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,0.03,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,0.05,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,0.0021,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,221.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,24PY000046
BC08NL0005,2023-11-28 07:30:00,nan,0.25,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,24PY000046
BC08NL0005,2023-12-11 07:42:00,nan,0.5,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,0.58,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,28.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,0.03,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,0.12,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,0.0087,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,147.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,24PY000064
BC08NL0005,2023-12-11 07:42:00,nan,2.86,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,24PY000064
BC08NL0005,2023-12-19 07:38:00,nan,0.59,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,0.7,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,27.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,0.24,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,0.004,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,176.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,24PY000084
BC08NL0005,2023-12-19 07:38:00,nan,0.88,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,V,24PY000084
BC08NL0005,2024-01-02 07:57:00,nan,0.76,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,0.72,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,5.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,0.04,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,0.0028,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,190.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000101
BC08NL0005,2024-01-02 07:57:00,nan,0.31,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000101
BC08NL0005,2024-01-23 07:52:00,nan,0.74,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,0.75,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,3.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,0.01,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,0.04,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,0.0033,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,210.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000145
BC08NL0005,2024-01-23 07:52:00,nan,0.5,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000145
BC08NL0005,2024-01-30 07:56:00,nan,0.72,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,0.92,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,3.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,0.06,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,0.0049,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,197.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000158
BC08NL0005,2024-01-30 07:56:00,nan,0.86,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000158
BC08NL0005,2024-02-14 07:30:00,nan,0.63,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,0.66,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,8.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,0.04,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,0.0036,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,171.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000198
BC08NL0005,2024-02-14 07:30:00,nan,0.96,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000198
BC08NL0005,2024-02-26 07:25:00,nan,0.64,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,0.8,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,3.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,0.09,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,0.0045,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,182.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000219
BC08NL0005,2024-02-26 07:25:00,nan,0.93,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000219
BC08NL0005,2024-03-12 07:48:00,nan,0.73,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,0.73,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,16.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,0.01,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,0.04,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,0.0032,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,199.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000254
BC08NL0005,2024-03-12 07:48:00,nan,1.1,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000254
BC08NL0005,2024-03-20 07:15:00,nan,0.63,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,0.99,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,40.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,0.2,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,0.0187,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,171.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000277
BC08NL0005,2024-03-20 07:15:00,nan,5.17,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000277
BC08NL0005,2024-04-10 07:13:00,nan,0.48,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,0.67,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,4.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,0.02,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,0.11,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,0.0083,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,163.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000344
BC08NL0005,2024-04-10 07:13:00,nan,2.18,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000344
BC08NL0005,2024-04-24 06:38:00,nan,0.45,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,0.64,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,14.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,0.03,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,0.51,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,0.0109,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,138.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000375
BC08NL0005,2024-04-24 06:38:00,nan,2.58,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000375
BC08NL0005,2024-05-08 06:20:00,nan,0.39,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,0.79,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,5.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,0.04,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,0.19,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,0.0187,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,120.0,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000494
BC08NL0005,2024-05-08 06:20:00,nan,3.88,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000494
BC08NL0005,2024-05-22 06:36:00,nan,0.41,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,0.8,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,18.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,0.03,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,0.25,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,0.0341,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,98.3,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000522
BC08NL0005,2024-05-22 06:36:00,nan,4.22,0.1,,157,NTU,TURBIDITY,TURBIDITÉ,P,24PY000522
BC08NL0005,2024-06-05 06:32:00,nan,0.43,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,0.76,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,22.0,1.0,,1977,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,0.05,0.01,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,0.18,0.01,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,0.0169,0.0005,,15406,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,24PY000564
BC08NL0005,2024-06-05 06:32:00,nan,93.6,2.0,,2,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,24PY000564
